user,video_title,video_tiling_pattern,rating
0002,TempleOfHephaestus,Pattern3_Uniform_High,4.0
0002,TempleOfHephaestus,Pattern7_GradCenter012,3.0
0002,TempleOfHephaestus,Pattern1_Uniform_Low,2.0
0002,TempleOfHephaestus,Pattern2_Uniform_Mid,3.0
0002,TempleOfHephaestus,Pattern4_Center01,3.0
0002,TempleOfHephaestus,Pattern5_Center02,5.0
0002,TempleOfHephaestus,Pattern11_random1,5.0
0002,TempleOfHephaestus,Pattern10_Checkerboard12,4.0
0002,TempleOfHephaestus,Pattern9_Checkerboard02,2.0
0002,TempleOfHephaestus,Pattern8_Checkerboard01,1.0
0002,TempleOfHephaestus,Pattern6_Center12,3.0
0003,FeedTheDucks,Pattern3_Uniform_High,4.0
0003,FeedTheDucks,Pattern12_random2,3.0
0003,FeedTheDucks,Pattern11_random1,3.0
0003,FeedTheDucks,Pattern5_Center02,2.0
0003,FeedTheDucks,Pattern1_Uniform_Low,1.0
0003,FeedTheDucks,Pattern6_Center12,4.0
0003,FeedTheDucks,Pattern8_Checkerboard01,2.0
0003,FeedTheDucks,Pattern2_Uniform_Mid,4.0
0003,FeedTheDucks,Pattern7_GradCenter012,4.0
0003,FeedTheDucks,Pattern9_Checkerboard02,1.0
0003,FeedTheDucks,Pattern4_Center01,2.0
0003,FeedTheDucks,Pattern10_Checkerboard12,3.0
0003,FootballFreestyling,Pattern5_Center02,3.0
0003,FootballFreestyling,Pattern12_random2,2.0
0003,FootballFreestyling,Pattern6_Center12,4.0
0003,FootballFreestyling,Pattern4_Center01,4.0
0003,FootballFreestyling,Pattern11_random1,2.0
0003,FootballFreestyling,Pattern1_Uniform_Low,1.0
0003,FootballFreestyling,Pattern2_Uniform_Mid,3.0
0003,FootballFreestyling,Pattern7_GradCenter012,3.0
0003,FootballFreestyling,Pattern3_Uniform_High,4.0
0003,FootballFreestyling,Pattern10_Checkerboard12,4.0
0003,FootballFreestyling,Pattern8_Checkerboard01,2.0
0003,FootballFreestyling,Pattern9_Checkerboard02,2.0
0003,LycabettusSunset,Pattern12_random2,3.0
0003,LycabettusSunset,Pattern9_Checkerboard02,3.0
0003,LycabettusSunset,Pattern10_Checkerboard12,4.0
0003,LycabettusSunset,Pattern2_Uniform_Mid,4.0
0003,LycabettusSunset,Pattern11_random1,3.0
0003,LycabettusSunset,Pattern3_Uniform_High,4.0
0003,LycabettusSunset,Pattern5_Center02,3.0
0003,LycabettusSunset,Pattern6_Center12,4.0
0003,LycabettusSunset,Pattern7_GradCenter012,3.0
0003,LycabettusSunset,Pattern1_Uniform_Low,3.0
0003,LycabettusSunset,Pattern8_Checkerboard01,2.0
0003,LycabettusSunset,Pattern4_Center01,3.0
0003,MuseumOfTheAncientAgora,Pattern1_Uniform_Low,2.0
0003,MuseumOfTheAncientAgora,Pattern6_Center12,4.0
0003,MuseumOfTheAncientAgora,Pattern2_Uniform_Mid,3.0
0003,MuseumOfTheAncientAgora,Pattern11_random1,3.0
0003,MuseumOfTheAncientAgora,Pattern4_Center01,2.0
0003,MuseumOfTheAncientAgora,Pattern9_Checkerboard02,3.0
0003,MuseumOfTheAncientAgora,Pattern5_Center02,2.0
0003,MuseumOfTheAncientAgora,Pattern10_Checkerboard12,4.0
0003,MuseumOfTheAncientAgora,Pattern3_Uniform_High,4.0
0003,MuseumOfTheAncientAgora,Pattern7_GradCenter012,3.0
0003,MuseumOfTheAncientAgora,Pattern12_random2,3.0
0003,MuseumOfTheAncientAgora,Pattern8_Checkerboard01,3.0
0003,PiraeusPort,Pattern12_random2,3.0
0003,PiraeusPort,Pattern6_Center12,4.0
0003,PiraeusPort,Pattern10_Checkerboard12,3.0
0003,PiraeusPort,Pattern7_GradCenter012,3.0
0003,PiraeusPort,Pattern4_Center01,3.0
0003,PiraeusPort,Pattern8_Checkerboard01,2.0
0003,PiraeusPort,Pattern2_Uniform_Mid,3.0
0003,PiraeusPort,Pattern3_Uniform_High,3.0
0003,PiraeusPort,Pattern11_random1,2.0
0003,PiraeusPort,Pattern5_Center02,2.0
0003,PiraeusPort,Pattern9_Checkerboard02,2.0
0003,PiraeusPort,Pattern1_Uniform_Low,1.0
0003,TempleOfHephaestus,Pattern9_Checkerboard02,3.0
0003,TempleOfHephaestus,Pattern10_Checkerboard12,3.0
0003,TempleOfHephaestus,Pattern3_Uniform_High,3.0
0003,TempleOfHephaestus,Pattern1_Uniform_Low,2.0
0003,TempleOfHephaestus,Pattern5_Center02,3.0
0003,TempleOfHephaestus,Pattern2_Uniform_Mid,3.0
0003,TempleOfHephaestus,Pattern6_Center12,3.0
0003,TempleOfHephaestus,Pattern4_Center01,2.0
0003,TempleOfHephaestus,Pattern12_random2,2.0
0003,TempleOfHephaestus,Pattern7_GradCenter012,3.0
0003,TempleOfHephaestus,Pattern8_Checkerboard01,3.0
0003,TempleOfHephaestus,Pattern11_random1,3.0
0004,FeedTheDucks,Pattern3_Uniform_High,4.0
0004,FeedTheDucks,Pattern1_Uniform_Low,2.0
0004,FeedTheDucks,Pattern2_Uniform_Mid,4.0
0004,FeedTheDucks,Pattern8_Checkerboard01,2.0
0004,FeedTheDucks,Pattern4_Center01,3.0
0004,FeedTheDucks,Pattern9_Checkerboard02,2.0
0004,FeedTheDucks,Pattern7_GradCenter012,3.0
0004,FeedTheDucks,Pattern11_random1,4.0
0004,FeedTheDucks,Pattern12_random2,3.0
0004,FeedTheDucks,Pattern10_Checkerboard12,3.0
0004,FeedTheDucks,Pattern5_Center02,2.0
0004,FeedTheDucks,Pattern6_Center12,3.0
0004,FootballFreestyling,Pattern8_Checkerboard01,2.0
0004,FootballFreestyling,Pattern11_random1,3.0
0004,FootballFreestyling,Pattern7_GradCenter012,3.0
0004,FootballFreestyling,Pattern2_Uniform_Mid,3.0
0004,FootballFreestyling,Pattern1_Uniform_Low,1.0
0004,FootballFreestyling,Pattern9_Checkerboard02,2.0
0004,FootballFreestyling,Pattern4_Center01,2.0
0004,FootballFreestyling,Pattern6_Center12,4.0
0004,FootballFreestyling,Pattern5_Center02,2.0
0004,FootballFreestyling,Pattern3_Uniform_High,3.0
0004,FootballFreestyling,Pattern10_Checkerboard12,3.0
0004,FootballFreestyling,Pattern12_random2,3.0
0004,LycabettusSunset,Pattern1_Uniform_Low,3.0
0004,LycabettusSunset,Pattern5_Center02,2.0
0004,LycabettusSunset,Pattern3_Uniform_High,4.0
0004,LycabettusSunset,Pattern9_Checkerboard02,3.0
0004,LycabettusSunset,Pattern2_Uniform_Mid,3.0
0004,LycabettusSunset,Pattern8_Checkerboard01,2.0
0004,LycabettusSunset,Pattern4_Center01,2.0
0004,LycabettusSunset,Pattern11_random1,3.0
0004,LycabettusSunset,Pattern6_Center12,3.0
0004,LycabettusSunset,Pattern12_random2,2.0
0004,LycabettusSunset,Pattern7_GradCenter012,4.0
0004,LycabettusSunset,Pattern10_Checkerboard12,3.0
0004,MuseumOfTheAncientAgora,Pattern9_Checkerboard02,3.0
0004,MuseumOfTheAncientAgora,Pattern5_Center02,3.0
0004,MuseumOfTheAncientAgora,Pattern4_Center01,2.0
0004,MuseumOfTheAncientAgora,Pattern6_Center12,4.0
0004,MuseumOfTheAncientAgora,Pattern1_Uniform_Low,1.0
0004,MuseumOfTheAncientAgora,Pattern12_random2,2.0
0004,MuseumOfTheAncientAgora,Pattern3_Uniform_High,3.0
0004,MuseumOfTheAncientAgora,Pattern8_Checkerboard01,2.0
0004,MuseumOfTheAncientAgora,Pattern10_Checkerboard12,4.0
0004,MuseumOfTheAncientAgora,Pattern2_Uniform_Mid,3.0
0004,MuseumOfTheAncientAgora,Pattern11_random1,2.0
0004,MuseumOfTheAncientAgora,Pattern7_GradCenter012,3.0
0004,PiraeusPort,Pattern11_random1,3.0
0004,PiraeusPort,Pattern4_Center01,2.0
0004,PiraeusPort,Pattern8_Checkerboard01,2.0
0004,PiraeusPort,Pattern9_Checkerboard02,3.0
0004,PiraeusPort,Pattern1_Uniform_Low,2.0
0004,PiraeusPort,Pattern3_Uniform_High,3.0
0004,PiraeusPort,Pattern6_Center12,4.0
0004,PiraeusPort,Pattern5_Center02,3.0
0004,PiraeusPort,Pattern12_random2,3.0
0004,PiraeusPort,Pattern7_GradCenter012,4.0
0004,PiraeusPort,Pattern10_Checkerboard12,3.0
0004,PiraeusPort,Pattern2_Uniform_Mid,2.0
0004,TempleOfHephaestus,Pattern7_GradCenter012,3.0
0004,TempleOfHephaestus,Pattern4_Center01,3.0
0004,TempleOfHephaestus,Pattern1_Uniform_Low,1.0
0004,TempleOfHephaestus,Pattern10_Checkerboard12,3.0
0004,TempleOfHephaestus,Pattern11_random1,2.0
0004,TempleOfHephaestus,Pattern8_Checkerboard01,2.0
0004,TempleOfHephaestus,Pattern3_Uniform_High,3.0
0004,TempleOfHephaestus,Pattern5_Center02,4.0
0004,TempleOfHephaestus,Pattern12_random2,2.0
0004,TempleOfHephaestus,Pattern9_Checkerboard02,2.0
0004,TempleOfHephaestus,Pattern6_Center12,3.0
0004,TempleOfHephaestus,Pattern2_Uniform_Mid,3.0
0005,FeedTheDucks,Pattern5_Center02,
0005,FeedTheDucks,Pattern10_Checkerboard12,3.0
0005,FeedTheDucks,Pattern9_Checkerboard02,3.0
0005,FeedTheDucks,Pattern4_Center01,3.0
0005,FeedTheDucks,Pattern7_GradCenter012,3.0
0005,FeedTheDucks,Pattern3_Uniform_High,4.0
0005,FeedTheDucks,Pattern2_Uniform_Mid,3.0
0005,FeedTheDucks,Pattern1_Uniform_Low,2.0
0005,FeedTheDucks,Pattern8_Checkerboard01,3.0
0005,FeedTheDucks,Pattern11_random1,4.0
0005,FeedTheDucks,Pattern12_random2,4.0
0005,FeedTheDucks,Pattern6_Center12,3.0
0005,FootballFreestyling,Pattern7_GradCenter012,4.0
0005,FootballFreestyling,Pattern3_Uniform_High,4.0
0005,FootballFreestyling,Pattern10_Checkerboard12,3.0
0005,FootballFreestyling,Pattern11_random1,2.0
0005,FootballFreestyling,Pattern1_Uniform_Low,2.0
0005,FootballFreestyling,Pattern12_random2,3.0
0005,FootballFreestyling,Pattern5_Center02,4.0
0005,FootballFreestyling,Pattern8_Checkerboard01,2.0
0005,FootballFreestyling,Pattern9_Checkerboard02,2.0
0005,FootballFreestyling,Pattern2_Uniform_Mid,3.0
0005,FootballFreestyling,Pattern6_Center12,3.0
0005,FootballFreestyling,Pattern4_Center01,3.0
0005,LycabettusSunset,Pattern3_Uniform_High,4.0
0005,LycabettusSunset,Pattern12_random2,3.0
0005,LycabettusSunset,Pattern2_Uniform_Mid,3.0
0005,LycabettusSunset,Pattern4_Center01,3.0
0005,LycabettusSunset,Pattern5_Center02,2.0
0005,LycabettusSunset,Pattern8_Checkerboard01,3.0
0005,LycabettusSunset,Pattern11_random1,3.0
0005,LycabettusSunset,Pattern10_Checkerboard12,4.0
0005,LycabettusSunset,Pattern1_Uniform_Low,2.0
0005,LycabettusSunset,Pattern7_GradCenter012,4.0
0005,LycabettusSunset,Pattern9_Checkerboard02,2.0
0005,LycabettusSunset,Pattern6_Center12,4.0
0005,MuseumOfTheAncientAgora,Pattern11_random1,2.0
0005,MuseumOfTheAncientAgora,Pattern4_Center01,3.0
0005,MuseumOfTheAncientAgora,Pattern12_random2,3.0
0005,MuseumOfTheAncientAgora,Pattern7_GradCenter012,3.0
0005,MuseumOfTheAncientAgora,Pattern1_Uniform_Low,2.0
0005,MuseumOfTheAncientAgora,Pattern2_Uniform_Mid,3.0
0005,MuseumOfTheAncientAgora,Pattern9_Checkerboard02,3.0
0005,MuseumOfTheAncientAgora,Pattern5_Center02,3.0
0005,MuseumOfTheAncientAgora,Pattern6_Center12,3.0
0005,MuseumOfTheAncientAgora,Pattern8_Checkerboard01,3.0
0005,MuseumOfTheAncientAgora,Pattern3_Uniform_High,4.0
0005,MuseumOfTheAncientAgora,Pattern10_Checkerboard12,3.0
0005,PiraeusPort,Pattern10_Checkerboard12,4.0
0005,PiraeusPort,Pattern3_Uniform_High,4.0
0005,PiraeusPort,Pattern11_random1,3.0
0005,PiraeusPort,Pattern7_GradCenter012,4.0
0005,PiraeusPort,Pattern5_Center02,4.0
0005,PiraeusPort,Pattern2_Uniform_Mid,3.0
0005,PiraeusPort,Pattern4_Center01,3.0
0005,PiraeusPort,Pattern6_Center12,4.0
0005,PiraeusPort,Pattern1_Uniform_Low,2.0
0005,PiraeusPort,Pattern9_Checkerboard02,2.0
0005,PiraeusPort,Pattern12_random2,2.0
0005,PiraeusPort,Pattern8_Checkerboard01,3.0
0005,TempleOfHephaestus,Pattern9_Checkerboard02,2.0
0005,TempleOfHephaestus,Pattern7_GradCenter012,3.0
0005,TempleOfHephaestus,Pattern5_Center02,3.0
0005,TempleOfHephaestus,Pattern3_Uniform_High,3.0
0005,TempleOfHephaestus,Pattern4_Center01,2.0
0005,TempleOfHephaestus,Pattern1_Uniform_Low,2.0
0005,TempleOfHephaestus,Pattern2_Uniform_Mid,3.0
0005,TempleOfHephaestus,Pattern8_Checkerboard01,2.0
0005,TempleOfHephaestus,Pattern6_Center12,3.0
0005,TempleOfHephaestus,Pattern10_Checkerboard12,3.0
0005,TempleOfHephaestus,Pattern11_random1,3.0
0005,TempleOfHephaestus,Pattern12_random2,1.0
